Price,Address,Beds,Baths,Sqft,URL
$375000,4287 Twilight St Las Vegas NV 89122,3,2,1590,https://www.redfin.com/NV/Las-Vegas/4287-Twilight-St-89122/home/29430430
$370000,4932 Signal Dr Las Vegas NV 89130,3,2,1334,https://www.redfin.com/NV/Las-Vegas/4932-Signal-Dr-89130/home/29103310
$349900,749 Weatherstone Dr Las Vegas NV 89110,3,2,1293,https://www.redfin.com/NV/Las-Vegas/749-Weatherstone-Dr-89110/home/29381788
$338499,6244 Eugene Ave Las Vegas NV 89108,3,2,1180,https://www.redfin.com/NV/Las-Vegas/6244-W-Eugene-Ave-89108/home/29172866
N/A,N/A,N/A,N/A,N/A,N/A
$320000,6731 Legalla Ln Las Vegas NV 89156,3,2,1100,https://www.redfin.com/NV/Las-Vegas/6731-Legalla-Ln-89156/home/29372901
$355000,5070 Norburn Dr Las Vegas NV 89122,3,2.5,1457,https://www.redfin.com/NV/Las-Vegas/5070-Norburn-Dr-89122/home/29046487
$345000,4949 Conglobate St Las Vegas NV 89122,3,2.5,1546,https://www.redfin.com/NV/Las-Vegas/4949-Conglobate-St-89122/home/29949265
$339900,2412 E Mcwilliams Ave Las Vegas NV 89101,3,2.5,1680,https://www.redfin.com/NV/Las-Vegas/2412-E-McWilliams-Ave-89101/home/29336084
$360000,1864 Praline Cir Las Vegas NV 89142,3,2,1632,https://www.redfin.com/NV/Las-Vegas/1864-Praline-Cir-89142/home/29402207
$369999,6432 Agua Dr Las Vegas NV 89103,3,2,1442,https://www.redfin.com/NV/Las-Vegas/6432-Agua-Dr-89103/home/29545786
$380000,1718 Summer Blush Ave Las Vegas NV 89183,3,2.5,1299,https://www.redfin.com/NV/Las-Vegas/1718-Summer-Blush-Ave-89183/home/29295876
$324999,1826 Via Lupine St Las Vegas NV 89115,3,2.5,1108,https://www.redfin.com/NV/Las-Vegas/1826-Via-Lupine-St-89115/home/145869828
$346000,1275 Sweet Orange St Las Vegas NV 89142,3,2.5,1478,https://www.redfin.com/NV/Las-Vegas/1275-S-Sweet-Orange-St-89142/home/28987894
N/A,N/A,N/A,N/A,N/A,N/A
$314900,3125 Demetrius Ave Las Vegas NV 89101,3,2,1476,https://www.redfin.com/NV/Las-Vegas/3125-E-Demetrius-Ave-89101/home/29333453
$324999,857 Shrubbery Ln Las Vegas NV 89110,3,2,1134,https://www.redfin.com/NV/Las-Vegas/857-Shrubbery-Ln-89110/home/29384336
$375000,1045 Fairchild St Las Vegas NV 89110,3,2,1565,https://www.redfin.com/NV/Las-Vegas/1045-Fairchild-St-89110/home/29376921
$379500,5336 Silverheart Ave Las Vegas NV 89142,3,2.5,1423,https://www.redfin.com/NV/Las-Vegas/5336-Silverheart-Ave-89142/home/29404374
$345000,9079 Purple Leaf St Las Vegas NV 89123,3,2,1278,https://www.redfin.com/NV/Las-Vegas/9079-Purple-Leaf-St-89123/home/29874982
$380000,6336 Monarch Creek St Las Vegas NV 89130,3,2.5,1630,https://www.redfin.com/NV/Las-Vegas/6336-Monarch-Creek-St-89130/home/29093031
$352333,3649 Via El Monte Ave Las Vegas NV 89115,3,2.5,1339,https://www.redfin.com/NV/Las-Vegas/3649-Via-El-Monte-Ave-89115/home/165847539
$349900,656 Lincoln Rd Las Vegas NV 89110,3,2,1115,https://www.redfin.com/NV/Las-Vegas/656-N-Lincoln-Rd-89110/home/29385807
$269900,4304 Gretna Green Ct Las Vegas NV 89110,3,2,1285,https://www.redfin.com/NV/Las-Vegas/4304-E-Gretna-Green-Ct-89110/home/29388732
$309500,5239 Jeff Dr Las Vegas NV 89110,3,2,1096,https://www.redfin.com/NV/Las-Vegas/5239-Jeff-Dr-89110/home/29392185
$316000,4501 Buena Vista Dr Las Vegas NV 89102,3,2.5,1365,https://www.redfin.com/NV/Las-Vegas/4501-Buena-Vista-Dr-89102/home/29463013
$375000,3354 Cheltenham St Las Vegas NV 89129,3,2.5,1400,https://www.redfin.com/NV/Las-Vegas/3354-Cheltenham-St-89129/home/28969894
$340000,2873 Beaconfalls Way Las Vegas NV 89142,3,2.5,1277,https://www.redfin.com/NV/Las-Vegas/2873-Beaconfalls-Way-89142/home/29416188
$309900,4977 Volcanic Rock Ln Las Vegas NV 89122,3,2.5,1732,https://www.redfin.com/NV/Las-Vegas/4977-Volcanic-Rock-Ln-89122/home/29950219
$335000,4175 Heller Dr Las Vegas NV 89115,3,2.5,1515,https://www.redfin.com/NV/Las-Vegas/4175-Heller-Dr-89115/home/29356760
$372000,579 Christpher Ct Las Vegas NV 89110,3,2,1581,https://www.redfin.com/NV/Las-Vegas/579-Christpher-Ct-89110/home/29388587
$340000,3591 Rio Mayo Dr Las Vegas NV 89121,3,2,1228,https://www.redfin.com/NV/Las-Vegas/3591-Rio-Mayo-Dr-89121/home/29421687
$315000,4116 E Ogden Ave Las Vegas NV 89110,3,2,1130,https://www.redfin.com/NV/Las-Vegas/4116-E-Ogden-Ave-89110/home/29387967
$365000,5909 Trumbull St Las Vegas NV 89130,3,2,1368,https://www.redfin.com/NV/Las-Vegas/5909-Trumbull-St-89130/home/29093239
$325000,2028 Winterwood Blvd Las Vegas NV 89142,3,2,1180,https://www.redfin.com/NV/Las-Vegas/2028-Winterwood-Blvd-89142/home/29404646
$329000,6988 Canary Ivy Way Las Vegas NV 89156,3,3,1364,https://www.redfin.com/NV/Las-Vegas/6988-Canary-Ivy-Way-89156/home/29280747
$323000,4770 Benecia Way Las Vegas NV 89122,3,2,1315,https://www.redfin.com/NV/Las-Vegas/4770-Benecia-Way-89122/home/29433062
$357000,3969 Florrie Cir Las Vegas NV 89121,3,2,1739,https://www.redfin.com/NV/Las-Vegas/3969-Florrie-Cir-89121/home/29420450
$337900,1473 Teddington Ct #102 Las Vegas NV 89102,3,2.5,1603,https://www.redfin.com/NV/Las-Vegas/1473-Teddington-Ct-89102/unit-102/home/29460756
N/A,N/A,N/A,N/A,N/A,N/A
$346000,4953 Quiet Morning St Las Vegas NV 89122,3,2.5,1428,https://www.redfin.com/NV/LAS-VEGAS/4953-QUIET-MORNING-ST-89122/home/160595703
$329000,580 River Bed St Las Vegas NV 89110,3,2,1072,https://www.redfin.com/NV/Las-Vegas/580-River-Bed-St-89110/home/29387350
$369000,3761 Majesty Palm Dr Las Vegas NV 89115,3,2,1495,https://www.redfin.com/NV/Las-Vegas/3761-Majesty-Palm-Dr-89115/home/29910721
$359900,2100 Fred Brown Dr Las Vegas NV 89106,3,2,1309,https://www.redfin.com/NV/Las-Vegas/2100-Fred-Brown-Dr-89106/home/29860988
$340000,6456 Kilrenny Ave Las Vegas NV 89122,3,2,1182,https://www.redfin.com/NV/Las-Vegas/6456-Kilrenny-Ave-89122/home/29028983
$344023,4495 Park View Dr Las Vegas NV 89104,3,2,1058,https://www.redfin.com/NV/Las-Vegas/4495-E-Park-View-Dr-89104/home/29407574
$380000,5217 Rock Cabin Ct North Las Vegas NV 89031,3,2.5,1606,https://www.redfin.com/NV/North-Las-Vegas/5217-Rock-Cabin-Ct-89031/home/29917048
$374900,3948 Applecrest St Las Vegas NV 89108,3,2,1214,https://www.redfin.com/NV/Las-Vegas/3948-N-Applecrest-St-89108/home/29131151
$374900,5284 Wellesley Ave Las Vegas NV 89122,3,2,1441,https://www.redfin.com/NV/Las-Vegas/5284-Wellesley-Ave-89122/home/29436585
$379900,3711 Southern Light Dr Las Vegas NV 89115,3,2,1708,https://www.redfin.com/NV/Las-Vegas/3711-E-Southern-Light-Dr-89115/home/29352652
$378990+,Saratoga North Las Vegas NV 89084,3,3,1786,https://www.redfin.com/NV/North-Las-Vegas/Valley-Vista-Roxbury/Saratoga/home/173492064
$349900+,Juniper Las Vegas NV 89115,3,2.5,1541,https://www.redfin.com/NV/Las-Vegas/Pecos-Crossings/Juniper/home/181273937
$348000,7589 Perla Del Mar Ave Las Vegas NV 89179,3,2.5,1283,https://www.redfin.com/NV/Las-Vegas/7589-Perla-Del-Mar-Ave-89179/home/29775253
